,position,company,min_rank,mean_rank,kws_rank,job_count
13702,Senior Consultant- ECRA and ICFR- Financial Accounting and Advisory Services- Assurance,EY,6,1500.0,"senior (6), services (7), and (13), financial (67), consultant (74), assurance (267), accounting (318), advisory (543), icfr (6,393), ecra (7,312)",2
13703,"Student Research Assistant, FEMMSS8",Douglas College,14,1500.17,"assistant (14), college (119), student (120), research (167), douglas (226), femmss (8,355)",1
13704,AdministrateurÂ·trice des ressources humaines,Canadian Armed Forces | Forces armÃ©es canadiennes,59,1500.3,"canadian (59), forces (82), armed (83), armã (84), canadiennes (85), des (307), trice (1,565), administrateurâ (4,102), humaines (4,160), ressources (4,476)",2
13705,Live Operations Lead,Ripple Effect Studios,52,1500.33,"lead (52), operations (88), live (692), studios (1,002), ripple (3,556), effect (3,612)",1
13706,Portfolio Account Executive â Climate Tech Ventures,ClimateDoor,93,1501.0,"account (93), executive (108), tech (283), portfolio (488), climate (1,520), ventures (1,639), climatedoor (6,376)",2
13707,janitor,"Dynamic Facility Services, Inc.",7,1501.2,"services (7), inc (17), facility (816), janitor (2,090), dynamic (4,576)",2
13708,Warehouse Shipper/Receiver,EECOL Electric,222,1501.8,"warehouse (222), electric (540), shipper (1,188), receiver (1,571), eecol (3,988)",2
13709,ServiceNow Administrator,Gowling WLG,139,1502.0,"administrator (139), servicenow (1,077), gowling (2,342), wlg (2,450)",2
13710,Busser / Server Assistant,The Story Cafe Ltd.,14,1502.71,"assistant (14), ltd (23), the (61), server (247), cafe (1,148), busser (1,495), story (7,531)",2
13711,flagman/woman - construction,4-Way Traffic Control Ltd.,23,1502.71,"ltd (23), construction (72), control (240), traffic (755), woman (1,297), way (1,472), flagman (6,660)",2
13712,food assembly supervisor,HANAMI,29,1503.0,"supervisor (29), food (95), assembly (2,436), hanami (3,452)",2
13713,"barista - Store# 04596, ALDER CROSSING - 148TH & KGH",Starbucks,32,1503.33,"store (32), starbucks (73), barista (150), crossing (742), alder (3,382), kgh (4,641)",2
13714,Colour Manager (12 month maternity cover),Herschel Supply Company,3,1503.62,"manager (3), company (19), month (214), supply (330), maternity (894), herschel (2,308), cover (3,496), colour (4,765)",2
13715,Sales Assistant,Acquire4Hire,14,1503.75,"assistant (14), sales (16), hire (2,647), acquire (3,338)",2
13716,Lifeguard/Instructor 2,City of Delta,151,1504.0,"city (151), delta (181), instructor (289), lifeguard (5,395)",1
13717,PepsiCo Beverages Full Time Seasonal Merchandiser (NHD 2025),PepsiCo,30,1504.0,"time (30), full (51), seasonal (286), merchandiser (369), pepsico (985), beverages (1,829), nhd (6,978)",2
13718,EnquÃªteur (Vancouver Ouest- Vancouver CMA),Canada Mortgage and Housing Corporation (CMHC) SociÃ©tÃ© canadienne d'hypothÃ¨ques et de logement(SCHL),4,1504.12,"vancouver (4), canada (11), and (13), corporation (126), housing (248), mortgage (420), hypothã (1,190), schl (1,364), cmhc (1,369), canadienne (1,371), ques (1,374), sociã (1,408), logement (1,413), ouest (2,817), enquãªteur (2,927), cma (8,011)",1
13719,"Scientist I, Tx Radiochemistry CMC",Alpha-9 Oncology,224,1504.2,"scientist (224), oncology (352), alpha (1,559), cmc (2,166), radiochemistry (3,220)",2
13720,Account Manager,Hilti Canada,3,1504.25,"manager (3), canada (11), account (93), hilti (5,910)",2
13721,salesperson - wholesale (non-technical),T.Litzen Sports Ltd.,23,1504.29,"ltd (23), technical (124), sports (280), wholesale (1,277), non (1,329), salesperson (1,643), litzen (5,854)",2
13722,SpÃ©cialiste de la souscription,Northbridge Financial Corporation,67,1504.67,"financial (67), corporation (126), spã (651), cialiste (800), northbridge (1,464), souscription (5,920)",2
13723,meat cutter - retail or wholesale,Tasty Indian Bistro,70,1504.86,"retail (70), meat (899), indian (1,171), wholesale (1,277), bistro (1,750), tasty (2,018), cutter (3,349)",2
13724,Head of Engineering,Jobscan,71,1505.0,"engineering (71), head (341), jobscan (4,103)",2
13725,"shift supervisor - Store# 04660, TANDEM - DAWSON & GILMORE",Starbucks,29,1505.71,"supervisor (29), store (32), starbucks (73), shift (94), tandem (3,009), gilmore (3,099), dawson (4,204)",2
13726,"Manager/Senior Manager, HR Due Diligence & Value Creation",Deloitte,3,1505.86,"manager (3), senior (6), value (159), deloitte (219), creation (1,562), diligence (4,198), due (4,394)",2
13727,Facilities & Grounds Support Worker,Canuck Place Children's Hospice,47,1506.0,"worker (47), support (63), facilities (501), children (547), hospice (930), place (1,474), grounds (1,908), canuck (6,578)",2
13728,Research Scientist - Antibody Purification (12-month Contract),AbCellera,121,1506.57,"contract (121), research (167), month (214), scientist (224), abcellera (1,618), antibody (3,536), purification (4,666)",2
13729,Legal Assistant - Indigenous,Aird & Berlis LLP,14,1507.17,"assistant (14), legal (202), indigenous (314), llp (480), aird (3,877), berlis (4,156)",2
13730,early childhood educator (ECE),CEFA Early Learning,144,1507.33,"learning (144), educator (399), early (407), childhood (677), ece (1,199), cefa (6,218)",2
13731,Senior Web Engineer - Epic Games [EPW250402],Hatch Innovations Canada,6,1508.0,"senior (6), engineer (9), canada (11), web (285), games (475), epic (630), hatch (1,431), innovations (3,003), epw (7,722)",2
13732,"Academics, English Teacher",EF Language Abroad,105,1508.6,"teacher (105), english (208), language (282), abroad (3,355), academics (3,593)",4
13733,plasterer,Fine Drywall Ltd,23,1508.75,"ltd (23), drywall (610), fine (901), plasterer (4,501)",2
13734,Expansion and Impact Co-Ordinator,Free Your Time,13,1509.0,"and (13), time (30), impact (732), your (1,176), free (2,517), expansion (2,674), ordinator (3,421)",2
13735,Field Service Technician,Bichin Laundry Equipment,28,1510.67,"technician (28), service (38), field (128), equipment (162), laundry (3,386), bichin (5,322)",2
13736,"Manager, Domestic Tax",Doane Grant Thornton LLP,3,1511.0,"manager (3), tax (221), llp (480), grant (1,907), thornton (2,073), doane (2,262), domestic (3,631)",1
13737,Detailer,AutoCanada,1497,1511.0,"autocanada (1,497), detailer (1,525)",4
13738,Field Service Specialist III,ZEISS Group,20,1511.17,"group (20), specialist (24), service (38), field (128), iii (579), zeiss (8,278)",1
13739,Modified Academics Teacher,"Delta School District 37, British Columbia",46,1511.5,"school (46), columbia (66), british (75), district (91), teacher (105), delta (181), academics (3,593), modified (7,935)",1
13740,Optician,Specsavers,1062,1511.5,"specsavers (1,062), optician (1,961)",1
13741,Associate Dentist - Seawall Dental,123Dentist,18,1511.5,"associate (18), dental (474), dentist (657), seawall (4,897)",1
13742,Technical Trainer - BC - Speedy Glass,Belron Canada inc,11,1511.71,"canada (11), inc (17), technical (124), glass (870), trainer (975), belron (3,599), speedy (4,986)",1
13743,2025-138; Senior Basis Administrator,City of Burnaby,6,1513.0,"senior (6), burnaby (68), administrator (139), city (151), basis (7,201)",2
13744,Digital Strategist,Wallop Inc.,17,1513.25,"inc (17), digital (207), strategist (667), wallop (5,162)",2
13745,"assistant manager, restaurant",Tacofino,3,1513.25,"manager (3), assistant (14), restaurant (130), tacofino (5,906)",2
13746,Red Seal Steamfitter/Pipefitter - Vancouver Shipyards,Seaspan ULC,4,1513.38,"vancouver (4), ulc (396), seaspan (424), red (502), seal (1,381), shipyards (1,648), pipefitter (2,747), steamfitter (5,005)",2
13747,Pediatric Occupational Therapist,Cherish Clinic,69,1513.4,"therapist (69), clinic (132), occupational (135), pediatric (249), cherish (6,982)",2
13748,"Associate Director, Inspections",Canadian Public Accountability Board (CPAB),18,1513.5,"associate (18), director (48), canadian (59), public (215), board (503), inspections (3,563), accountability (3,754), cpab (3,948)",2
13749,Retail Associate- Vancouver Whitecaps Team Store,Fanatics,4,1513.71,"vancouver (4), associate (18), store (32), retail (70), team (100), whitecaps (4,168), fanatics (6,204)",2
13750,Line Cook Steamer,Din Tai Fung North America,117,1513.75,"north (117), line (166), cook (169), america (243), tai (1,419), fung (1,436), din (1,453), steamer (7,107)",2
13751,construction helper,PASS ELECTRICAL LTD,23,1514.2,"ltd (23), construction (72), electrical (137), helper (368), pass (6,971)",2
13752,Teacher - Hairdressing,Burnaby School District - SD41,46,1514.4,"school (46), burnaby (68), district (91), teacher (105), hairdressing (7,262)",2
13753,"barista - Store# 04466, BRIDGEPORT & SWEDEN",Starbucks,32,1515.0,"store (32), starbucks (73), barista (150), bridgeport (2,673), sweden (4,647)",2
13754,"Assistant Registrar, Systems and Projects",Colleges and Institutes Canada,11,1515.75,"canada (11), and (13), assistant (14), systems (92), projects (362), registrar (3,332), colleges (4,069), institutes (4,233)",2
13755,glazier helper,Phoenix Glass Inc,17,1515.8,"inc (17), helper (368), glass (870), glazier (2,375), phoenix (3,949)",2
13756,Sr. Consultant- Qualcomm Technology,CDW Canada,11,1515.8,"canada (11), consultant (74), technology (109), cdw (2,294), qualcomm (5,091)",2
13757,"Head of Lighting, CG",WildBrain Studios,341,1516.0,"head (341), studios (1,002), lighting (1,529), wildbrain (3,192)",2
13758,Inventory Specialist,UST,24,1516.0,"specialist (24), inventory (789), ust (3,735)",2
13759,"Senior Consultant, HR Due Diligence & Value Creation",Deloitte,6,1516.0,"senior (6), consultant (74), value (159), deloitte (219), creation (1,562), diligence (4,198), due (4,394)",2
13760,Logistics Coordinator,Fuze HR Solutions,31,1516.5,"coordinator (31), solutions (89), logistics (406), fuze (5,540)",2
13761,Machine Operator - Corrugate Division,Great Little Box Company,19,1516.5,"company (19), division (155), operator (256), machine (435), great (572), little (913), box (1,657), corrugate (8,125)",1
13762,Software Engineer - Cross-platform C++ - Multipass,Canonical,9,1516.83,"engineer (9), software (21), canonical (157), platform (404), cross (847), multipass (7,663)",2
13763,Shipper / Receiver,Dometic,1188,1517.0,"shipper (1,188), receiver (1,571), dometic (1,792)",2
13764,Server,Banter Room,247,1517.33,"server (247), room (263), banter (4,042)",1
13765,"Senior Frontend Developer, Internal Developer Portal",Autodesk,6,1517.67,"senior (6), developer (53), internal (281), autodesk (454), frontend (825), portal (7,487)",2
13766,"Director, Financial Planning and Analysis",Sur La Table,13,1517.86,"and (13), director (48), financial (67), planning (236), analysis (748), table (2,690), sur (6,823)",2
13767,Charity Sales Ambassador,Building Common Good,16,1518.0,"sales (16), building (184), ambassador (274), good (2,741), common (2,785), charity (3,108)",4
13768,"Software Engineer, Backend",Basetwo AI,9,1518.25,"engineer (9), software (21), backend (719), basetwo (5,324)",2
13769,"Clinical Research Fellowship in Advanced Systemic Therapies, Gynecologic Cancers - University of British Columbia and BC Cancer Vancouver",Provincial Health Services Authority,0,1518.28,"health (0), authority (1), vancouver (4), services (7), and (13), provincial (37), university (55), columbia (66), british (75), clinical (79), cancer (163), research (167), advanced (563), fellowship (3,632), systemic (3,961), gynecologic (6,093), therapies (6,120), cancers (6,293)",2
13770,Volunteer: Nonprofit Leadership Program,The Borgen Project,42,1518.29,"project (42), the (61), program (104), volunteer (532), leadership (652), borgen (1,938), nonprofit (7,299)",2
13771,Project Manager,Kenaidan Contracting Ltd.,3,1519.0,"manager (3), ltd (23), project (42), contracting (646), kenaidan (6,881)",2
13772,"Prime Named Account Executive, MuleSoft",Salesforce,93,1519.0,"account (93), executive (108), salesforce (559), prime (992), named (2,757), mulesoft (4,605)",2
13773,Pediatric Gastroenterologist (Neurogastroenterology/Motility) - BC Childrenâs Hospital,Provincial Health Services Authority,0,1519.1,"health (0), authority (1), services (7), hospital (8), provincial (37), childrenâ (168), pediatric (249), gastroenterologist (2,082), neurogastroenterology (5,123), motility (7,516)",2
13774,Director of Product Marketing,Rival Technologies,48,1519.4,"director (48), marketing (103), product (127), technologies (138), rival (7,181)",2
13775,administrative assistant,Platinum Pro-Claim Restoration,14,1519.83,"assistant (14), administrative (99), pro (961), restoration (1,366), platinum (3,333), claim (3,346)",2
13776,"Software Development Manager, Tarian",Amazon,3,1520.0,"manager (3), software (21), development (33), amazon (101), tarian (7,442)",2
13777,Airfield Electrical Engineer in Training,Stantec,9,1520.6,"engineer (9), electrical (137), training (201), stantec (235), airfield (7,021)",2
13778,Millwright,Bimbo Canada,11,1520.67,"canada (11), millwright (792), bimbo (3,759)",2
13779,InfirmierÂ·Ã¨re praticienÂ·ne,Canadian Armed Forces | Forces armÃ©es canadiennes,59,1520.71,"canadian (59), forces (82), armed (83), armã (84), canadiennes (85), infirmierâ (2,844), praticienâ (7,408)",2
13780,Sprinkler Service Foreman,Pye-Barker Fire & Safety,38,1520.71,"service (38), safety (183), fire (441), foreman (796), sprinkler (2,143), pye (3,500), barker (3,544)",1
13781,esthetician,Bombay Brow Bar Inc.,17,1521.0,"inc (17), bar (245), esthetician (1,037), bombay (3,019), brow (3,287)",2
13782,Ultimate Survival Instructor - Summer,Ultimate Activity Camps,289,1521.33,"instructor (289), summer (440), activity (1,137), camps (1,302), ultimate (2,103), survival (3,857)",2
13783,Java Software Engineer,Sigmaways Inc,9,1521.4,"engineer (9), inc (17), software (21), java (594), sigmaways (6,966)",2
13784,Count Team-RRCR - Casual/on Call,Great Canadian Entertainment,59,1521.88,"canadian (59), team (100), casual (115), entertainment (229), call (276), great (572), rrcr (2,545), count (8,279)",1
13785,Roof and Exterior Washing Lead Technician,Matt's Home Services,7,1521.89,"services (7), and (13), technician (28), lead (52), home (118), roof (2,967), washing (3,172), exterior (3,227), matt (4,113)",2
13786,Pastry Cook,L'Abattoir Restaurant,130,1522.0,"restaurant (130), cook (169), pastry (2,280), abattoir (3,509)",2
13787,Operational Trainer,Intelcom | Dragonfly,975,1522.25,"trainer (975), operational (1,326), dragonfly (1,893), intelcom (1,895)",4
13788,Casual Companion (Looking for Male Caregivers),ComForCare,115,1522.43,"casual (115), for (170), comforcare (771), companion (926), looking (2,603), male (2,759), caregivers (3,313)",4
13789,"DVM, Medical Director, Lynn Valley Animal Hospital",VCA Animal Hospitals,8,1522.56,"hospital (8), director (48), medical (62), valley (619), animal (1,005), hospitals (1,524), lynn (1,703), vca (1,870), dvm (6,864)",1
